name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
20 vine street moonee ponds vic 3039,House,-37.7687882,144.9286227,4,1,2,650.0,moonee ponds
19 buckley street moonee ponds vic 3039,House,-37.7588107,144.9307944,4,1,1,650.0,moonee ponds
1/1 franklin st moorabbin vic 3189,House,-37.9399743,145.0531997,4,1,3,650.0,moorabbin
7 kadina court mooroolbark vic 3138,House,-37.7702856,145.321823,4,2,2,650.0,mooroolbark
1/16 kent street mornington vic 3931,House,-38.2275049,145.0414352,3,2,1,650.0,mornington
4 robin hill drive mornington vic 3931,House,-38.2457636,145.0533428,4,2,2,650.0,mornington
10 dueran street mount eliza vic 3930,House,-38.1956428,145.0862319,4,2,2,650.0,mount eliza
7/3-5 cromdale street mount martha vic 3934,Townhouse,-38.245225,145.033055,3,2,2,650.0,mount martha
14 kippax court mount waverley vic 3149,House,-37.8834351,145.1222157,5,2,2,650.0,mount waverley
22 sim street mount waverley vic 3149,House,-37.8643893,145.1429078,4,2,2,650.0,mount waverley
27 exhibition drive mulgrave vic 3170,House,-37.9293736,145.1914462,4,2,2,650.0,mulgrave
11a jubilee street newport vic 3015,House,-37.8476131,144.8710114,3,3,2,650.0,newport
77 john liston drive newport vic 3015,Townhouse,-37.8491955,144.8855108,3,2,2,650.0,newport
20 george street niddrie vic 3042,House,-37.7432301,144.8853066,3,2,1,650.0,niddrie
5/62a coghlan street niddrie vic 3042,Townhouse,-37.7412069,144.8841891,4,2,3,650.0,niddrie
455 dryburgh street north melbourne vic 3051,House,-37.7944172,144.9447187,3,1,1,650.0,north melbourne
90 south crescent northcote vic 3070,House,-37.7787983,145.0109956,3,1,1,650.0,northcote
1/29 samada street notting hill vic 3168,Townhouse,-37.9047276,145.1470037,4,3,2,650.0,notting hill
14 john street oakleigh vic 3166,House,-37.9017134,145.1015716,3,1,0,650.0,oakleigh
10 kelrinda close oakleigh south vic 3167,House,-37.9373852,145.0945478,4,2,4,650.0,oakleigh south
100 oakdean blvd ocean grove vic 3226,House,-38.2506989,144.5552722,4,2,2,645.0,blvd ocean grove
93 oakdean blvd ocean grove vic 3226,House,-38.2506989,144.5552722,4,2,2,650.0,blvd ocean grove
450 princes highway officer vic 3809,House,-38.0617074,145.4120578,3,2,0,650.0,officer
1 leigh drive pakenham vic 3810,House,-38.0603159,145.4974726,3,2,9,650.0,pakenham
150 park drive parkville vic 3052,House,-37.7929024,144.9574515,3,1,1,650.0,parkville
1/430-432 gaffney street pascoe vale vic 3044,Townhouse,-37.730106,144.9288593,2,2,1,650.0,pascoe vale
1 wetland drive patterson lakes vic 3197,House,-38.0618753,145.141221,3,2,2,650.0,patterson lakes
10 binda court patterson lakes vic 3197,House,-38.0732402,145.1462707,4,2,2,650.0,patterson lakes
4 antares street peterborough vic 3270,House,-38.596568,142.8757344,4,2,1,650.0,peterborough
9 savery court point cook vic 3030,House,-37.8875197,144.7236346,5,3,2,650.0,point cook
3 beach close point lonsdale vic 3225,House,-38.2711067,144.6212128,3,2,2,650.0,point lonsdale
329 howe parade port melbourne vic 3207,House,-37.835965,144.9224517,3,1,2,645.0,port melbourne
808/3 tarver street port melbourne vic 3207,Apartment / Unit / Flat,-37.834631,144.9202969,2,2,1,650.0,port melbourne
305/63 rouse street port melbourne vic 3207,Apartment / Unit / Flat,-37.8440546,144.9423682,2,2,1,650.0,port melbourne
6d/9 beach street port melbourne vic 3207,Apartment / Unit / Flat,-37.8438182,144.9402348,2,2,1,650.0,port melbourne
16 byrne street port melbourne vic 3207,House,-37.8370621,144.934149,3,1,1,650.0,port melbourne
20 ingles street port melbourne vic 3207,House,-37.8351922,144.948633,2,1,0,650.0,port melbourne
4/616 malvern road prahran vic 3181,Apartment / Unit / Flat,-37.848882,145.0073582,2,2,1,650.0,prahran
1/350 malvern road prahran vic 3181,Apartment / Unit / Flat,-37.847605,144.998308,3,1,2,650.0,prahran
136 cramer street preston vic 3072,House,-37.7384649,144.9868498,3,1,1,650.0,preston
20 clara street preston vic 3072,House,-37.73096839999999,144.9956723,3,1,2,650.0,preston
19 bruce street preston vic 3072,House,-37.7425489,145.0008372,3,2,0,650.0,preston
14 gillingham street preston west vic 3072,House,-37.7504531,144.9927887,3,1,1,650.0,preston west
57 baker street richmond vic 3121,House,-37.8117694,145.0032451,3,1,1,650.0,richmond
19 stillman street richmond vic 3121,House,-37.8217069,145.0099679,3,1,0,650.0,richmond
180 coppin street richmond vic 3121,House,-37.8241495,145.0026019,2,1,0,650.0,richmond
1 gough street richmond vic 3121,House,-37.8292732,144.9895179,3,1,1,650.0,richmond
24/24 tanner street richmond vic 3121,Apartment / Unit / Flat,-37.8235627,144.9913312,2,1,1,650.0,richmond
16 dickmann street richmond vic 3121,House,-37.8244635,144.9973939,3,1,2,650.0,richmond
42 hunter street richmond vic 3121,House,-37.8206899,145.0052532,3,2,0,650.0,richmond
54a edinburgh street richmond vic 3121,House,-37.825063,145.005507,2,1,1,650.0,richmond
50 farmer street richmond vic 3121,House,-37.8264412,145.0093598,3,1,1,650.0,richmond
173 lord street richmond vic 3121,House,-37.8258266,145.0041837,3,1,2,650.0,richmond
94 coppin street richmond vic 3121,House,-37.8211181,145.0032152,2,1,1,650.0,richmond
59 brighton street richmond vic 3121,House,-37.82840710000001,144.9992554,2,1,1,650.0,richmond
5/69 river street richmond vic 3121,Apartment / Unit / Flat,-37.8185419,145.0137411,2,2,2,650.0,richmond
207/65 stawell street richmond vic 3121,Apartment / Unit / Flat,-37.822059,145.0103837,2,2,2,650.0,richmond
42 strafford street richmond vic 3121,House,-37.822986,145.006991,2,1,1,650.0,richmond
1 miller street richmond vic 3121,House,-37.8208208,144.9910673,2,1,1,650.0,richmond
6 drum st rye vic 3941,House,-38.385274,144.8026063,4,2,2,650.0,rye
13 bachli street rye vic 3941,House,-38.376698,144.7994288,4,1,1,650.0,rye
4/5 hygeia street rye vic 3941,House,-38.3715707,144.8308823,4,3,3,650.0,rye
2 davit court safety beach vic 3936,House,-38.3036406,145.0066453,3,2,1,650.0,safety beach
262 dromana parade safety beach vic 3936,House,-38.3092248,144.9963394,5,3,1,650.0,safety beach
190 sailors gully road sailors gully vic 3556,House,-36.7086758,144.2332921,5,2,2,650.0,sailors gully
11 diane court somerville vic 3912,House,-38.2225626,145.1622681,4,2,4,650.0,somerville
144 clarendon st south melbourne vic 3205,Apartment / Unit / Flat,-37.8344528,144.9612393,2,1,2,650.0,south melbourne
504/39 park street south melbourne vic 3205,Apartment / Unit / Flat,-37.83340219999999,144.9690569,2,2,1,650.0,south melbourne
259-261 moray street south melbourne vic 3205,House,-37.8340317,144.9641468,3,1,1,650.0,south melbourne
5/120 clarendon street south melbourne vic 3205,Apartment / Unit / Flat,-37.8289453,144.9582059,2,2,1,650.0,south melbourne
14/47-49 caroline street south yarra vic 3141,Apartment / Unit / Flat,-37.8373434,144.9876502,2,2,1,650.0,south yarra
2/8 time lane south yarra vic 3141,Apartment / Unit / Flat,-37.8396774,144.9984322,3,2,0,650.0,south yarra
57 lang street south yarra vic 3141,House,-37.8411307,144.9883022,2,1,1,650.0,south yarra
26b avoca street south yarra vic 3141,Apartment / Unit / Flat,-37.8372773,144.9896691,2,1,1,650.0,south yarra
5/48 darling street south yarra vic 3141,Apartment / Unit / Flat,-37.8357693,144.9923153,3,1,1,650.0,south yarra
202/15 cromwell road south yarra vic 3141,Apartment / Unit / Flat,-37.8453599,144.9995029,2,2,2,650.0,south yarra
2905/35 malcolm street south yarra vic 3141,Apartment / Unit / Flat,-37.8369683,144.9964622,2,1,2,650.0,south yarra
3/1 davidson street south yarra vic 3141,Apartment / Unit / Flat,-37.8322728,144.988356,2,2,1,650.0,south yarra
104/334 toorak road south yarra vic 3141,Apartment / Unit / Flat,-37.8400456,144.9987975,2,2,1,650.0,south yarra
2104/35 malcolm road south yarra vic 3141,Apartment / Unit / Flat,-37.8369683,144.9964622,2,1,1,620.0,south yarra
1803/70 dorcas street southbank vic 3006,Apartment / Unit / Flat,-37.830541,144.967508,2,2,1,650.0,southbank
3905/11 bale circuit southbank vic 3006,Apartment / Unit / Flat,-37.8261356,144.9628643,2,2,0,650.0,southbank
3108/60 kavanagh street southbank vic 3006,Apartment / Unit / Flat,-37.82409579999999,144.9636789,2,2,1,650.0,southbank
2903/70 southbank boulevard southbank vic 3006,Apartment / Unit / Flat,-37.8231931,144.9639881,2,2,0,650.0,southbank
4704/18 hoff boulevard southbank vic 3006,Apartment / Unit / Flat,-37.825817,144.9640414,2,2,0,650.0,southbank
2203/70 dorcas street southbank vic 3006,Apartment / Unit / Flat,-37.830541,144.967508,2,2,1,650.0,southbank
3606/45 clarke street southbank vic 3006,Apartment / Unit / Flat,-37.8269008,144.9595298,2,2,0,650.0,southbank
1008/80 clarendon street southbank vic 3006,Apartment / Unit / Flat,-37.8271909,144.9573763,2,2,1,650.0,southbank
1705/283 city road southbank vic 3006,Apartment / Unit / Flat,-37.82730979999999,144.9588705,2,2,2,650.0,southbank
3602/1 balston street southbank vic 3006,Apartment / Unit / Flat,-37.8250217,144.9615708,2,2,1,650.0,southbank
9/76 carlisle street st kilda vic 3182,Townhouse,-37.86746300000001,144.9850854,2,1,1,650.0,st kilda
57 waterloo crescent st kilda vic 3182,House,-37.8622045,144.98359,2,1,0,650.0,st kilda
30 fawkner street st kilda vic 3182,House,-37.865447,144.9795772,2,1,1,650.0,st kilda
db03/8 blanche street st kilda vic 3182,Apartment / Unit / Flat,-37.8655796,144.9838888,2,2,1,650.0,st kilda
1e cardigan street st kilda east vic 3183,Townhouse,-37.8654956,145.0007914,3,2,1,650.0,kilda east
rockbrook road st kilda east vic 3183,Apartment / Unit / Flat,-37.87398290000001,145.0011617,3,2,1,650.0,kilda east
13 doongarra avenue st leonards vic 3223,House,-38.1682816,144.7093505,3,1,0,100.0,st leonards
14 bruce street strathmore vic 3041,House,-37.7410109,144.9160692,3,2,2,650.0,strathmore
2/3 barton street surrey hills vic 3127,Townhouse,-37.8200006,145.0992877,3,1,3,650.0,surrey hills
9 meadow place templestowe vic 3106,House,-37.7612678,145.1538379,4,2,2,650.0,templestowe
32 glenair street templestowe lower vic 3107,House,-37.7636958,145.1156642,5,2,2,645.0,templestowe lower
13 dingley street templestowe lower vic 3107,House,-37.7601627,145.1059026,4,2,2,650.0,templestowe lower
40 smith street thornbury vic 3071,House,-37.75718030000001,144.9970065,2,1,1,650.0,thornbury
9 martin street thornbury vic 3071,House,-37.76078010000001,145.0014828,3,1,1,650.0,thornbury
278 gooch street thornbury vic 3071,House,-37.7604886,145.0226191,3,1,2,650.0,thornbury
368 station street thornbury vic 3071,House,-37.7618566,145.0207248,3,1,2,650.0,thornbury
48 wiltshire boulevard thornhill park vic 3335,House,-37.7101044,144.6241692,7,3,2,650.0,thornhill park
4/151 canterbury road toorak vic 3142,Apartment / Unit / Flat,-37.841824,145.010461,2,2,1,650.0,toorak
24 dupree street torquay vic 3228,House,-38.3095211,144.3237386,4,2,2,650.0,torquay
2/12-14 pacific drive torquay vic 3228,Townhouse,-38.31149600000001,144.3404815,4,2,2,650.0,torquay
4/12 albert street trentham vic 3458,House,-37.3877059,144.3225289,3,2,2,650.0,trentham
8 latitude promenade truganina vic 3029,House,-37.83509129999999,144.710051,4,3,2,650.0,truganina
1380 wallan-whittlesea road upper plenty vic 3756,House,-37.4182719,145.0430519,3,1,6,650.0,upper plenty
68 nurlendi road vermont vic 3133,House,-37.8452247,145.1915972,4,2,2,650.0,vermont
8 peregrine ct viewbank vic 3084,House,-37.7358709,145.0939014,4,2,2,650.0,viewbank
27 roy street east wangaratta vic 3677,House,-36.3579529,146.31493,3,2,1,650.0,east wangaratta
1/177 stud road road wantirna south vic 3152,Townhouse,-37.8580725,145.2413628,4,3,2,650.0,wantirna south
3/177 stud road wantirna south vic 3152,Townhouse,-37.8580725,145.2413628,4,3,2,650.0,wantirna south
14 newcombe court wantirna south vic 3152,House,-37.8878784,145.2270212,4,2,2,650.0,wantirna south
35/1 flagstaff lane west melbourne vic 3003,Apartment / Unit / Flat,-37.8096775,144.9518019,2,2,2,650.0,west melbourne
17 mclachlan drive williams landing vic 3027,House,-37.8572367,144.7427054,4,2,2,650.0,williams landing
232 kororoit creek road williamstown north vic 3016,Townhouse,-37.8558628,144.8720014,3,2,2,650.0,williamstown north
21/17 ellesmere road windsor vic 3181,Apartment / Unit / Flat,-37.85730530000001,145.0006207,2,2,2,650.0,windsor
7 ballister street wyndham vale vic 3024,House,-37.89,144.63,4,3,2,650.0,wyndham vale
2070 donnybrook rd yan yean vic 3755,House,-37.5580676,145.1086823,5,2,5,650.0,yan yean
38 mill avenue yarraville vic 3013,House,-37.8227774,144.8717252,3,2,2,650.0,yarraville
103 gamon street yarraville vic 3013,House,-37.8116058,144.8898091,2,1,0,650.0,yarraville
42 gourlay street balaclava vic 3183,Apartment / Unit / Flat,-37.8723044,144.9966622,3,1,0,645.0,balaclava
5 lawrance street murrumbeena vic 3163,House,-37.8898884,145.0765383,4,1,1,645.0,murrumbeena
1908/260 city rd southbank vic 3006,Apartment / Unit / Flat,-37.8260239,144.9595477,1,1,0,645.0,southbank
54 betula terrace sunbury vic 3429,House,-37.5930382,144.7206301,3,2,2,645.0,sunbury
37a rayner street altona vic 3018,Townhouse,-37.8655037,144.8207504,3,3,2,640.0,altona
3/12 thea avenue balwyn north vic 3104,Townhouse,-37.7977019,145.098967,3,2,2,640.0,balwyn north
81 baxter street bendigo vic 3550,House,-36.7539596,144.2856632,3,1,0,640.0,bendigo
11 misty close berwick vic 3806,House,-38.0747717,145.3502341,4,2,2,640.0,berwick
30 warne street brunswick vic 3056,House,-37.7595382,144.9566127,2,2,1,640.0,brunswick
2/6 nirvana crescent bulleen vic 3105,Townhouse,-37.7688144,145.094752,3,2,2,640.0,bulleen
3/20 johnston street burwood vic 3125,Townhouse,-37.8495346,145.1300608,3,3,1,640.0,burwood
62 crow street burwood east vic 3151,House,-37.8569188,145.1361392,4,2,1,640.0,burwood east
8 tatterson way caroline springs vic 3023,House,-37.7293769,144.7487772,4,2,4,640.0,caroline springs
62 tankard drive cranbourne east vic 3977,House,-38.1030493,145.3107851,5,3,2,640.0,cranbourne east
4/57-59 whittens lane doncaster vic 3108,Townhouse,-37.7917224,145.1308128,4,2,2,640.0,doncaster
3/55-59 moor street fitzroy vic 3065,House,-37.8013144,144.9763916,2,1,1,640.0,fitzroy
203/57-61 johnston street fitzroy vic 3065,Apartment / Unit / Flat,-37.797988,144.976754,2,2,1,640.0,fitzroy
1667-1669 malvern road glen iris vic 3146,House,-37.8562521,145.0545486,5,2,5,640.0,glen iris
243 gallaghers road glen waverley vic 3150,House,-37.879956,145.177952,4,3,2,640.0,glen waverley
2/31 booth street golden square vic 3555,House,-36.7671327,144.259216,3,2,2,640.0,golden square
1/1622 dandenong road huntingdale vic 3166,Townhouse,-37.905481,145.1123118,3,2,2,640.0,huntingdale
3/35 sternberg street kennington vic 3550,House,-36.7606853,144.292656,3,2,2,640.0,kennington
1/87 harp road kew east vic 3102,Apartment / Unit / Flat,-37.7999161,145.0570683,3,2,2,640.0,kew east
3507/200 spencer street melbourne vic 3000,Apartment / Unit / Flat,-37.816228,144.9532465,2,2,1,640.0,melbourne
4202/568 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8183759,144.9554361,2,1,1,625.0,melbourne
4 lucerne avenue mornington vic 3931,House,-38.2208096,145.0500481,3,2,2,640.0,mornington
46 virginia street mount waverley vic 3149,House,-37.878088,145.1249743,3,2,2,640.0,mount waverley
16 kiwi court new gisborne vic 3438,House,-37.4675766,144.6018061,3,2,2,640.0,new gisborne
3/4 percy street newport vic 3015,Townhouse,-37.8349046,144.8738699,3,2,1,640.0,newport
5 dobie court north geelong vic 3215,House,-38.1202679,144.3397339,4,2,3,640.0,north geelong
111 peel street north melbourne vic 3051,House,-37.8053871,144.9557336,3,2,0,640.0,north melbourne
136 capel street north melbourne vic 3051,House,-37.8048515,144.9555815,3,1,0,640.0,north melbourne
2/3 luckie street nunawading vic 3131,Townhouse,-37.8157424,145.1753162,3,2,2,640.0,nunawading
18 brown street preston vic 3072,Townhouse,-37.7356088,145.0182741,2,1,2,640.0,preston
704/36 regent street richmond vic 3121,Apartment / Unit / Flat,-37.8111626,144.991971,2,2,1,640.0,richmond
25 henry street seddon vic 3011,Townhouse,-37.805818,144.888165,2,2,1,640.0,seddon
305/148 wells st south melbourne vic 3205,Apartment / Unit / Flat,-37.830804,144.969358,3,2,1,640.0,south melbourne
1901/2 claremont street south yarra vic 3141,Apartment / Unit / Flat,-37.83878260000001,144.993722,2,2,1,640.0,south yarra
506s/227 toorak road south yarra vic 3141,Apartment / Unit / Flat,-37.8392096,144.9946541,2,2,1,640.0,south yarra
5/37 rockley road south yarra vic 3141,Apartment / Unit / Flat,-37.835719,144.9998042,2,2,1,640.0,south yarra
401/657 chapel street south yarra vic 3141,Apartment / Unit / Flat,-37.8369813,144.9956723,2,1,1,640.0,south yarra
2213/60 kavanagh street southbank vic 3006,Apartment / Unit / Flat,-37.82409579999999,144.9636789,2,2,1,640.0,southbank
61/173 city road southbank vic 3006,Apartment / Unit / Flat,-37.8244365,144.9621622,3,1,1,640.0,southbank
1901/260 city rd southbank vic 3006,Apartment / Unit / Flat,-37.8260239,144.9595477,1,1,0,640.0,southbank
13/22 st kilda rd st kilda vic 3182,Townhouse,-37.8569941,144.9834611,2,1,2,640.0,st kilda
1/8 ashford street templestowe lower vic 3107,Townhouse,-37.7592668,145.1206324,3,2,0,640.0,templestowe lower
3/291 rathmines street thornbury vic 3071,Townhouse,-37.7641014,145.0186152,3,1,2,625.0,thornbury
house 46 bruce street toorak vic 3142,House,-37.8376296,145.0103607,3,1,1,640.0,toorak
1504/429 spencer street west melbourne vic 3003,Apartment / Unit / Flat,-37.8105667,144.9499557,3,1,1,640.0,west melbourne
90 union street windsor vic 3181,House,-37.8542011,144.9879256,4,1,0,640.0,windsor
15 ross street alphington vic 3078,House,-37.77159109999999,145.0284314,3,1,1,635.0,alphington
24 pasadena drive cowes vic 3922,House,-38.4610606,145.2176568,4,2,2,635.0,cowes
1107s/889 collins street docklands vic 3008,Apartment / Unit / Flat,-37.8211627,144.9419443,2,2,1,635.0,docklands
3/46 seymour road elsternwick vic 3185,Townhouse,-37.8810157,145.0113185,3,1,2,635.0,elsternwick
12 tait street footscray vic 3011,House,-37.7914069,144.895709,4,2,2,635.0,footscray
3/83 fewster road hampton vic 3188,Townhouse,-37.9386689,145.0221455,2,1,2,635.0,hampton
11 georgia place keysborough vic 3173,House,-38.0024628,145.1479738,4,2,2,635.0,keysborough
76/485-489 st kilda road melbourne vic 3004,Apartment / Unit / Flat,-37.8426262,144.9783298,2,1,1,635.0,melbourne
7 tiller walk mornington vic 3931,Townhouse,-38.2184772,145.0401254,2,2,1,635.0,mornington
5 yewers avenue mount eliza vic 3930,House,-38.2033908,145.0797263,4,2,2,635.0,mount eliza
1/2 hocking court mount waverley vic 3149,House,-37.8811474,145.1166297,3,2,2,635.0,mount waverley
2 michael court niddrie vic 3042,House,-37.7443387,144.8834154,3,2,2,635.0,niddrie
8/190 lennox street richmond vic 3121,Apartment / Unit / Flat,-37.8198423,144.9941084,2,1,1,635.0,richmond
