name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
c2/64-66 keilor road essendon north vic 3041,Apartment / Unit / Flat,-37.7426805,144.9065846,2,1,1,560.0,essendon north
105/92-96 arthur street fairfield vic 3078,Apartment / Unit / Flat,-37.7771719,145.0193471,2,2,1,560.0,fairfield
3/7 oaklands avenue ferntree gully vic 3156,House,-37.8817697,145.278738,3,2,1,560.0,ferntree gully
1/158 holden street fitzroy north vic 3068,Townhouse,-37.7801311,144.9860859,2,1,1,560.0,fitzroy north
109 gordon street footscray vic 3011,House,-37.7942249,144.8893041,5,2,2,560.0,footscray
3/44 queen street frankston vic 3199,House,-38.1394955,145.1345872,4,2,2,560.0,frankston
10 thomas place gisborne vic 3437,House,-37.5031448,144.5945672,3,2,2,560.0,gisborne
106/28 watson grove glen huntly vic 3163,Apartment / Unit / Flat,-37.8871587,145.0433667,2,2,1,560.0,glen huntly
52 westlands road glen waverley vic 3150,House,-37.8742409,145.1788292,4,2,2,560.0,glen waverley
1/27 langton street glenroy vic 3046,Townhouse,-37.6926357,144.9138029,4,3,2,560.0,glenroy
11 fraserburgh crescent greenvale vic 3059,House,-37.6427125,144.9048874,4,2,2,560.0,greenvale
2/36 auburn road hawthorn vic 3122,Apartment / Unit / Flat,-37.8177724,145.045677,2,2,2,590.0,hawthorn
108/55 camberwell road hawthorn east vic 3123,Apartment / Unit / Flat,-37.8258715,145.0506456,2,1,1,560.0,hawthorn east
502/91 darebin st heidelberg vic 3084,Apartment / Unit / Flat,-37.7535522,145.0593511,2,2,1,560.0,heidelberg
171 banksia street ivanhoe vic 3079,House,-37.7578032,145.0496605,3,1,1,560.0,ivanhoe
1/309 barkers road kew vic 3101,Apartment / Unit / Flat,-37.8154989,145.0451496,3,2,2,560.0,kew
57 hardy loop keysborough vic 3173,Townhouse,-37.9928931,145.1492057,3,2,2,560.0,keysborough
202/687 toorak road kooyong vic 3144,Apartment / Unit / Flat,-37.843625,145.0318974,2,2,1,560.0,kooyong
3 brigette court lalor vic 3075,House,-37.6704108,145.0013537,4,2,2,560.0,lalor
12 azalea street lara vic 3212,House,-38.0352746,144.3887454,4,2,2,560.0,lara
21 pelican way lara vic 3212,House,-38.0318962,144.3871431,4,2,2,560.0,lara
16 bolitho terrace maiden gully vic 3551,House,-36.7584377,144.2305533,4,2,2,560.0,maiden gully
5 forge close maribyrnong vic 3032,House,-37.7730366,144.8776561,4,2,2,560.0,maribyrnong
311 exhibition st melbourne vic 3000,Apartment / Unit / Flat,-37.808695,144.9687019,2,1,0,560.0,melbourne
1316/555-557 st kilda road melbourne vic 3000,Apartment / Unit / Flat,-37.8470517,144.9806745,2,2,1,560.0,melbourne
2211/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,2,0,560.0,melbourne
1003/270 king street melbourne vic 3000,Apartment / Unit / Flat,-37.813751,144.9550317,2,2,1,560.0,melbourne
6104/639 little lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8141942,144.9521662,2,1,0,560.0,melbourne
902/199 william st melbourne vic 3000,Apartment / Unit / Flat,-37.8145042,144.9576035,2,1,0,560.0,melbourne
g01/555 st kilda road melbourne 3004 vic 3004,Apartment / Unit / Flat,-37.8470517,144.9806745,2,1,1,560.0,melbourne 3004
6/8 salmon street mentone vic 3194,Townhouse,-37.97915,145.0627538,2,2,1,560.0,mentone
3 ashwood court mildura vic 3500,House,-34.1945044,142.1370387,4,2,1,560.0,mildura
5/490 mitcham road mitcham vic 3132,House,-37.82274779999999,145.1930765,3,2,2,560.0,mitcham
22 clarinda rd moonee ponds vic 3039,House,-37.7627448,144.9080044,3,2,0,560.0,moonee ponds
4/235 wickham road moorabbin vic 3189,Townhouse,-37.9460531,145.0517708,2,2,1,560.0,moorabbin
4/48-50 ardyne street murrumbeena vic 3163,Apartment / Unit / Flat,-37.8952283,145.0687135,3,2,2,560.0,murrumbeena
1/20 ardyne street murrumbeena vic 3163,Townhouse,-37.8927442,145.0686981,2,2,1,560.0,murrumbeena
2/164 arnold street north bendigo vic 3550,Townhouse,-36.74777210000001,144.2799944,2,2,1,560.0,north bendigo
523 abbotsford street north melbourne vic 3051,House,-37.7940968,144.9467834,3,1,1,560.0,north melbourne
491 abbotsford street north melbourne vic 3051,House,-37.794727,144.946656,3,1,0,560.0,north melbourne
293 flemington road north melbourne vic 3051,House,-37.792092,144.944923,2,1,0,560.0,north melbourne
10 ross street northcote vic 3070,House,-37.7845865,144.9990617,2,1,0,560.0,northcote
25 mimosa avenue oakleigh south vic 3167,House,-37.9134494,145.0970039,4,1,4,560.0,oakleigh south
44 darwin way pakenham vic 3810,House,-38.0673201,145.4418181,5,3,2,560.0,pakenham
406/459 royal parade parkville vic 3052,Apartment / Unit / Flat,-37.7821863,144.9588174,2,2,1,560.0,parkville
4/37 sylvan grove pascoe vale vic 3044,House,-37.7273191,144.9413371,3,2,2,560.0,pascoe vale
2/19 eastgate street pascoe vale vic 3044,Townhouse,-37.7368221,144.9423379,3,2,2,560.0,pascoe vale
72 grandview avenue pascoe vale south vic 3044,House,-37.7412929,144.9433848,3,2,0,560.0,pascoe vale south
12 evening close point cook vic 3030,House,-37.8879669,144.7627033,4,2,2,560.0,point cook
34 fongeo drive point cook vic 3030,House,-37.9107439,144.7427697,4,2,4,560.0,point cook
42 commercial road prahran vic 3181,House,-37.84614699999999,144.987324,2,1,2,560.0,prahran
1/7 tiernan street preston vic 3072,Townhouse,-37.7512194,145.0169363,2,2,1,560.0,preston
227 murray road preston vic 3072,House,-37.7383796,145.0057871,3,2,3,560.0,preston
2/55 lane crescent reservoir vic 3073,Townhouse,-37.7131094,145.0193471,3,2,2,560.0,crescent reservoir
34 farmer street richmond vic 3121,House,-37.8263409,145.0086603,2,1,0,560.0,richmond
116/45 york street richmond vic 3121,Apartment / Unit / Flat,-37.8130053,144.9930372,2,2,1,560.0,richmond
60 banyule road rosanna vic 3084,House,-37.742368,145.0788216,3,2,1,560.0,rosanna
157 turramurra drive rowville vic 3178,House,-37.9231521,145.2344876,4,2,4,560.0,rowville
2a waters drive seaholme vic 3018,House,-37.8592292,144.844204,3,2,1,560.0,seaholme
119 charles street seddon vic 3011,House,-37.8066105,144.8898414,3,1,1,560.0,seddon
510/1 almeida crescent south yarra vic 3141,Apartment / Unit / Flat,-37.8390089,144.9954417,1,1,0,560.0,south yarra
9/2 marne street south yarra vic 3141,Apartment / Unit / Flat,-37.8378385,144.9839425,2,1,0,560.0,south yarra
532/631 victoria street abbotsford vic 3067,Apartment / Unit / Flat,-37.8111567,145.0089079,2,2,1,650.0,abbotsford
227/631 victoria street abbotsford vic 3067,Apartment / Unit / Flat,-37.8111567,145.0089079,2,2,1,650.0,abbotsford
121/11 flockhart street abbotsford vic 3067,Apartment / Unit / Flat,-37.8099743,145.0069278,3,2,1,650.0,abbotsford
3 boulevarde drive alfredton vic 3350,House,-37.5474017,143.791656,5,2,6,650.0,alfredton
2b kookaburra street altona vic 3018,House,-37.8707637,144.8086396,3,2,1,650.0,altona
41 ginifer avenue altona north vic 3025,Townhouse,-37.8366176,144.843087,4,2,1,650.0,altona north
16 meryl street armadale vic 3143,House,-37.857627,145.0225222,2,1,0,650.0,armadale
22 egerton rd armadale vic 3143,House,-37.8622025,145.0227805,3,1,0,650.0,armadale
24/157 epsom road ascot vale vic 3032,Apartment / Unit / Flat,-37.7827048,144.9170552,3,2,1,650.0,ascot vale
89 the crescent ascot vale vic 3032,House,-37.7736802,144.9205167,3,1,2,650.0,ascot vale
201a ascot vale road ascot vale vic 3032,Townhouse,-37.7775433,144.922953,3,2,1,650.0,ascot vale
101/43-45 the avenue balaclava vic 3183,Apartment / Unit / Flat,-37.8719986,144.9981521,2,2,1,650.0,balaclava
83 clifton street balwyn north vic 3104,House,-37.7930306,145.1038125,4,1,2,650.0,balwyn north
5 chanticleer place barwon heads vic 3227,House,-38.2746563,144.4874729,4,2,2,650.0,barwon heads
33 wattle bird crescent barwon heads vic 3227,House,-38.2654734,144.4923495,3,2,1,650.0,barwon heads
6 hedgeley rd bell park vic 3215,House,-38.1052829,144.3373643,6,4,4,650.0,bell park
32 kardinia street belmont vic 3216,House,-38.16928230000001,144.3463522,4,2,2,650.0,belmont
41 drought street bendigo vic 3550,House,-36.7503331,144.2784018,3,2,4,650.0,bendigo
102 brougham street bendigo vic 3550,House,-36.76375830000001,144.2883005,3,1,1,650.0,bendigo
109 hargreaves street bendigo vic 3550,House,-36.7554246,144.2869778,3,2,0,650.0,bendigo
36 arnold street bendigo vic 3550,House,-36.7524813,144.2870098,3,2,1,650.0,bendigo
2/15 abbott street bendigo vic 3550,Townhouse,-36.761403,144.2888044,3,2,3,650.0,bendigo
50 north avenue bentleigh vic 3204,House,-37.9276702,145.0349115,2,1,2,650.0,bentleigh
1 kenlon street bentleigh east vic 3165,House,-37.9361328,145.0695165,3,1,4,650.0,bentleigh east
23 bevis street bentleigh east vic 3165,House,-37.9182347,145.0539242,3,2,2,650.0,bentleigh east
2/23 monash street bentleigh east vic 3165,Apartment / Unit / Flat,-37.9120592,145.0835729,3,2,2,650.0,bentleigh east
21 blamey street bentleigh east vic 3165,House,-37.9338282,145.0678797,4,2,4,650.0,bentleigh east
762 centre road bentleigh east vic 3165,House,-37.9219549,145.0636153,3,1,2,650.0,bentleigh east
376 chesterville road bentleigh east vic 3165,House,-37.9302545,145.0633568,4,1,2,650.0,bentleigh east
962 north road bentleigh east vic 3165,House,-37.907374,145.066366,3,2,1,650.0,bentleigh east
4/381 station street bonbeach vic 3196,Townhouse,-38.0588984,145.1193709,3,2,2,650.0,bonbeach
1/1-3 albion road box hill vic 3128,House,-37.8241395,145.1233617,5,2,2,650.0,box hill
3202/850 whitehorse road box hill vic 3128,Apartment / Unit / Flat,-37.8176013,145.1186637,2,2,1,650.0,box hill
1/52 eram road box hill north vic 3129,Apartment / Unit / Flat,-37.7986982,145.1370559,3,2,1,650.0,box hill north
3/858 hampton street brighton vic 3186,Apartment / Unit / Flat,-37.911332,145.00763,2,1,1,650.0,brighton
74 st andrews street brighton vic 3186,House,-37.9074209,145.000256,2,1,1,650.0,brighton
3/22-24 warleigh grove brighton vic 3186,Apartment / Unit / Flat,-37.9047161,145.0030177,2,2,2,650.0,brighton
59b blyth street brunswick vic 3056,House,-37.7658279,144.9674219,3,1,0,650.0,brunswick
10 lydia street brunswick vic 3056,House,-37.7714208,144.9651524,2,1,1,650.0,brunswick
9 william street brunswick vic 3056,Townhouse,-37.7611449,144.9622515,3,1,1,650.0,brunswick
361 brunswick road brunswick east vic 3057,House,-37.7784998,144.9742986,4,1,1,650.0,brunswick east
129 blyth street brunswick east vic 3057,House,-37.7664516,144.973295,3,1,2,650.0,brunswick east
32 millward street brunswick west vic 3055,Townhouse,-37.7752825,144.9490799,3,2,1,650.0,brunswick west
2 cornwall street brunswick west vic 3055,House,-37.7588224,144.9492352,3,1,1,650.0,brunswick west
19 josef avenue bundoora vic 3083,House,-37.6856093,145.0584896,5,2,2,706.0,bundoora
12 havelock street burwood vic 3125,House,-37.8514922,145.1179054,5,3,2,650.0,burwood
45a andrews street burwood vic 3125,House,-37.8468049,145.1282503,3,2,2,650.0,burwood
194 holland road burwood east vic 3151,House,-37.8496727,145.1489224,3,1,1,650.0,burwood east
13 lockhart street camberwell vic 3124,House,-37.8361926,145.0878692,3,1,3,650.0,camberwell
2/625 riversdale road camberwell vic 3124,Townhouse,-37.8322704,145.0666297,3,1,2,650.0,camberwell
201/585 burke road camberwell vic 3124,Apartment / Unit / Flat,-37.8412302,145.0544087,2,2,2,650.0,camberwell
7 cooloongatta road camberwell vic 3124,House,-37.8349749,145.0759107,2,1,3,650.0,camberwell
205/85 maling road canterbury vic 3126,Apartment / Unit / Flat,-37.8252282,145.080488,2,2,1,650.0,canterbury
110/85-101 maling road canterbury vic 3126,Apartment / Unit / Flat,-37.8252282,145.080488,2,2,1,650.0,canterbury
4103/160 victoria st carlton vic 3053,Apartment / Unit / Flat,-37.8062149,144.9618804,2,1,0,650.0,carlton
20/75 drummond street carlton vic 3053,Apartment / Unit / Flat,-37.8047911,144.9673359,2,1,1,650.0,carlton
5/1 owen street carlton vic 3053,Apartment / Unit / Flat,-37.8007517,144.9741835,2,1,1,650.0,carlton
3219/160 victoria street carlton vic 3053,Apartment / Unit / Flat,-37.8062149,144.9618804,2,1,0,650.0,carlton
32/221 cardigan street carlton vic 3053,House,-37.8014693,144.9650688,2,1,1,650.0,carlton
818 drummond street carlton north vic 3054,House,-37.785385,144.971317,3,1,0,650.0,carlton north
637 station street carlton north vic 3054,House,-37.7814033,144.9763823,3,1,0,650.0,carlton north
345 station street carlton north vic 3054,House,-37.7886748,144.9751882,2,1,0,650.0,carlton north
461 canning street carlton north vic 3054,House,-37.7855695,144.9746181,2,1,2,650.0,carlton north
703 drummond street carlton north vic 3054,House,-37.7882859,144.9702508,2,1,1,650.0,carlton north
10a beena avenue carnegie vic 3163,House,-37.888812,145.063289,3,2,0,650.0,carnegie
1/16 wright street carrum vic 3197,Townhouse,-38.0763139,145.12769,3,2,2,650.0,carrum
203/462-464 dandenong rd caulfield north vic 3161,Apartment / Unit / Flat,-37.8635439,145.0202803,3,2,2,650.0,caulfield north
1a tenham grove cheltenham vic 3192,House,-37.9688931,145.0677712,4,2,2,650.0,cheltenham
m02/3 chesterville road cheltenham vic 3192,Apartment / Unit / Flat,-37.961835,145.056151,3,2,2,650.0,cheltenham
11 jennifer street cheltenham vic 3192,House,-37.9633279,145.066932,3,1,2,650.0,cheltenham
48 cutler crescent churchill vic 3842,House,-38.3214622,146.4146242,7,4,6,650.0,churchill
7 florence avenue clayton vic 3168,House,-37.9062427,145.1269572,5,2,2,650.0,clayton
3/36 dennis street clayton vic 3168,Townhouse,-37.91839210000001,145.1387259,4,3,1,650.0,clayton
2/33 hourigan avenue clayton vic 3168,Townhouse,-37.9176505,145.1258364,4,2,2,650.0,clayton
1 clifton street clifton hill vic 3068,House,-37.7873344,145.0048509,2,1,0,645.0,clifton hill
29 fitzwilliam circuit clyde north vic 3978,House,-38.1153033,145.333923,5,3,2,650.0,clyde north
129 shaftsbury street coburg vic 3058,House,-37.7445108,144.9555695,3,2,0,650.0,coburg
112 gordon street coburg vic 3058,House,-37.7453296,144.949375,3,1,4,650.0,coburg
103 munro street coburg vic 3058,House,-37.744379,144.9575483,3,2,1,650.0,coburg
129 campbell street collingwood vic 3066,House,-37.8000704,144.9893781,2,1,0,650.0,collingwood
72 little francis street collingwood vic 3066,House,-37.7999221,144.9914318,2,1,1,650.0,collingwood
201/88 cambridge street collingwood vic 3066,Apartment / Unit / Flat,-37.8062006,144.9854558,2,2,1,650.0,collingwood
1 torney street cranbourne east vic 3977,House,-38.101875,145.319058,4,3,2,650.0,cranbourne east
8 shiels street cranbourne east vic 3977,House,-38.1172861,145.3054935,5,3,2,650.0,cranbourne east
62 clyde st diamond creek vic 3089,House,-37.6705656,145.1476505,4,2,2,650.0,diamond creek
1902/628 flinders street docklands vic 3008,Apartment / Unit / Flat,-37.8209691,144.9532525,2,2,0,650.0,docklands
1013/628 flinders street docklands vic 3008,Apartment / Unit / Flat,-37.8209691,144.9532525,2,1,0,650.0,docklands
floor7/387-395 docklands drive docklands vic 3008,Apartment / Unit / Flat,-37.8138751,144.9407709,2,2,1,650.0,docklands
226/57 spencer street docklands vic 3008,Apartment / Unit / Flat,-37.82004610000001,144.9542894,2,2,1,650.0,docklands
301/98 river esplanade docklands vic 3008,Apartment / Unit / Flat,-37.8243796,144.9439772,1,1,1,650.0,docklands
1404/60 lorimer street docklands vic 3008,Apartment / Unit / Flat,-37.8249678,144.9469264,2,2,1,650.0,docklands
g05/381 docklands drive docklands vic 3008,Apartment / Unit / Flat,-37.8136177,144.9414493,2,1,0,650.0,docklands
609/103 south wharf drive docklands vic 3008,Apartment / Unit / Flat,-37.8221898,144.9349857,2,2,1,650.0,docklands
1702/628 flinders street docklands vic 3008,Apartment / Unit / Flat,-37.8209691,144.9532525,2,2,0,650.0,docklands
1314/421 docklands drive docklands vic 3008,Apartment / Unit / Flat,-37.8148569,144.939884,2,2,1,650.0,docklands
1212n/889 collins street docklands vic 3008,Apartment / Unit / Flat,-37.8211627,144.9419443,2,1,1,650.0,docklands
1203s/883 collins street docklands vic 3008,Apartment / Unit / Flat,-37.8212116,144.942503,2,2,1,650.0,docklands
2116/628 flinders street docklands vic 3008,Apartment / Unit / Flat,-37.8209691,144.9532525,2,1,0,650.0,docklands
3 goodson street doncaster vic 3108,House,-37.7852048,145.1292418,5,2,1,650.0,doncaster
24 wilsons rd doncaster vic 3108,House,-37.7922744,145.1186056,4,2,2,650.0,doncaster
24 harry street doncaster east vic 3109,House,-37.7959498,145.1648987,4,2,2,650.0,doncaster east
76 polaris drive doncaster east vic 3109,House,-37.7803541,145.1735241,3,2,4,650.0,doncaster east
1/30 solander street dromana vic 3936,House,-38.3352547,144.9707671,3,2,2,650.0,dromana
44 lorimer drive eastwood vic 3875,House,-37.8079586,147.6300488,4,2,0,650.0,eastwood
7/33 nepean highway elsternwick vic 3185,Townhouse,-37.886809,145.000044,2,2,1,650.0,elsternwick
2/1 parry road eltham north vic 3095,House,-37.6880327,145.1429291,3,2,2,650.0,eltham north
unit 1/1 wimbledon avenue elwood vic 3184,Apartment / Unit / Flat,-37.8728667,144.9894534,2,1,0,650.0,elwood
4 charlton court endeavour hills vic 3802,House,-37.9882439,145.2689577,5,3,4,650.0,endeavour hills
32a separation street fairfield vic 3078,Townhouse,-37.7718614,145.0224341,3,1,1,650.0,fairfield
1/37 mcgregor street fairfield vic 3078,Townhouse,-37.770672,145.023237,3,1,1,650.0,fairfield
252 arthur street fairfield vic 3078,House,-37.7671321,145.0209831,3,1,1,650.0,fairfield
3/50 moor street fitzroy vic 3065,Townhouse,-37.80159099999999,144.9761348,2,1,1,650.0,fitzroy
205/176 argyle street fitzroy vic 3065,Apartment / Unit / Flat,-37.7980188,144.9817888,2,1,1,650.0,fitzroy
1 levien lane footscray vic 3011,Townhouse,-37.8048137,144.9065856,3,2,2,650.0,footscray
25 jasper terrace frankston south vic 3199,House,-38.1567347,145.1199743,4,2,2,650.0,frankston south
4/50 bowlers avenue geelong west vic 3218,Apartment / Unit / Flat,-38.1434927,144.346459,2,2,1,650.0,geelong west
3/101 grange road glen huntly vic 3163,Apartment / Unit / Flat,-37.88870199999999,145.045102,3,3,2,650.0,glen huntly
6 kenilworth grove glen iris vic 3146,House,-37.8531717,145.0491435,3,1,3,650.0,glen iris
99 capital avenue glen waverley vic 3150,House,-37.8729568,145.1822798,6,2,4,650.0,glen waverley
202/263a springvale road glen waverley vic 3150,Apartment / Unit / Flat,-37.87927699999999,145.165575,2,2,1,650.0,glen waverley
28 tamarisk avenue glen waverley vic 3150,House,-37.90129659999999,145.1655024,5,3,2,650.0,glen waverley
1/13-15 jordan grove glen waverley vic 3150,House,-37.88691,145.167224,3,3,2,650.0,glen waverley
4 palmaston drive greenvale vic 3059,House,-37.6459183,144.8724653,4,2,2,650.0,greenvale
32 lucy crescent greenvale vic 3059,House,-37.6256639,144.8797596,4,2,2,650.0,greenvale
137 riversdale road hawthorn vic 3122,House,-37.829047,145.038258,3,1,1,650.0,hawthorn
3/22 bills street hawthorn vic 3122,Apartment / Unit / Flat,-37.83871850000001,145.0418699,2,1,1,650.0,hawthorn
102 morang road hawthorn vic 3122,House,-37.8265534,145.0234478,3,1,2,650.0,hawthorn
112/55 camberwell road hawthorn east vic 3123,Apartment / Unit / Flat,-37.8258715,145.0506456,2,2,1,650.0,hawthorn east
70 auburn parade hawthorn east vic 3123,House,-37.8265478,145.0561208,2,1,0,650.0,hawthorn east
5/44 auburn grove hawthorn east vic 3123,Townhouse,-37.8259429,145.0489968,3,1,2,650.0,hawthorn east
31 inverness place heatherton vic 3202,House,-37.95954,145.0822251,3,2,2,650.0,heatherton
163 cape street heidelberg vic 3084,House,-37.7517586,145.0676208,5,1,2,650.0,heidelberg
41 mulquiney crescent highton vic 3216,House,-38.1877605,144.3119003,4,2,2,650.0,highton
18-20 landor close hoppers crossing vic 3029,House,-37.8633465,144.7014829,5,2,2,650.0,hoppers crossing
10 swindon road hughesdale vic 3166,House,-37.8971021,145.085241,4,2,2,650.0,hughesdale
48 austin street hughesdale vic 3166,Townhouse,-37.90827549999999,145.0782616,3,2,1,650.0,hughesdale
3/47-51 sherwood road ivanhoe vic 3079,Townhouse,-37.7631333,145.0534576,3,2,1,650.0,ivanhoe
81 milleara road keilor east vic 3033,House,-37.7360157,144.8641189,4,2,6,650.0,keilor east
22 davis street kensington vic 3031,House,-37.7903875,144.9310095,2,1,1,650.0,kensington
43 goldsbrough walk kensington vic 3031,Townhouse,-37.797327,144.9194782,3,2,2,650.0,kensington
3 ormond street kensington vic 3031,House,-37.7969034,144.9306117,2,1,0,650.0,kensington
25/380 high street kew vic 3101,Apartment / Unit / Flat,-37.8045946,145.0375566,3,2,1,650.0,kew
93 gladstone street kew vic 3101,House,-37.7988684,145.041995,3,1,1,650.0,kew
8 stoke avenue kew vic 3101,House,-37.8078515,145.0584911,3,1,2,650.0,kew
109 clarendon drive keysborough vic 3173,House,-38.0064036,145.1786998,4,2,2,650.0,keysborough
85 coronation street kingsville vic 3012,House,-37.8086687,144.8810514,3,1,1,650.0,kingsville
7 foster crescent knoxfield vic 3180,House,-37.8846377,145.2454077,5,2,2,650.0,knoxfield
30 chisel avenue kyneton vic 3444,House,-37.2489073,144.4530674,4,2,2,650.0,kyneton
5 elana court langwarrin vic 3910,House,-38.1628684,145.1881678,4,2,2,650.0,langwarrin
13 haydn street lara vic 3212,House,-38.0239574,144.3931336,5,2,2,650.0,lara
9 jacka street macleod vic 3085,House,-37.7287712,145.0658551,3,1,2,650.0,macleod
2/60 madden street maidstone vic 3012,Townhouse,-37.7891741,144.8772048,3,2,2,650.0,maidstone
21a inkerman street maidstone vic 3012,Townhouse,-37.7866151,144.8814158,4,2,1,650.0,maidstone
4/646 warrigal road malvern east vic 3145,House,-37.926215,145.082637,3,4,2,650.0,malvern east
402/1399 dandenong road malvern east vic 3145,Apartment / Unit / Flat,-37.8907174,145.083733,2,2,1,650.0,malvern east
1053 dandenong road malvern east vic 3145,House,-37.8832692,145.0541856,4,1,2,650.0,malvern east
2b2b/803 dandenong road malvern east vic 3145,Apartment / Unit / Flat,-37.87407839999999,145.0390006,2,2,1,650.0,malvern east
1/6 bentley road mccrae vic 3938,Apartment / Unit / Flat,-38.3625737,144.9205179,3,2,1,650.0,mccrae
117 wheatley road mckinnon vic 3204,House,-37.9074591,145.0338564,3,1,1,650.0,mckinnon
2/21 hopkins street mckinnon vic 3204,Apartment / Unit / Flat,-37.9104706,145.0268728,3,2,1,650.0,mckinnon
3806/500 elizabeth st melbourne vic 3000,Apartment / Unit / Flat,-37.8072443,144.9602814,2,2,0,650.0,melbourne
1008/81 a'beckett street melbourne vic 3000,Apartment / Unit / Flat,-37.8092252,144.9613779,2,1,0,650.0,melbourne
3709/639 lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8150689,144.9534096,2,1,1,650.0,melbourne
206/639 little bourke street melbourne vic 3000,Apartment / Unit / Flat,-37.8161004,144.9535691,4,2,0,650.0,melbourne
1606/8 bowen crescent melbourne vic 3004,Apartment / Unit / Flat,-37.8354199,144.9725792,2,2,1,650.0,melbourne
4202/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,1,0,650.0,melbourne
5901/462 elizabeth st melbourne vic 3000,Apartment / Unit / Flat,-37.807859,144.960611,2,2,0,650.0,melbourne
3902/220 spencer street melbourne vic 3000,Apartment / Unit / Flat,-37.8157157,144.9529559,2,2,1,650.0,melbourne
1110/371 little lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8117708,144.9609302,2,2,0,650.0,melbourne
16/153 la trobe street melbourne vic 3000,Townhouse,-37.80889579999999,144.9673623,2,1,1,650.0,melbourne
8101/228 latrobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8097688,144.9624585,1,1,1,650.0,melbourne
1419/555 st kilda road melbourne vic 3000,Apartment / Unit / Flat,-37.8470517,144.9806745,2,2,1,650.0,melbourne
817/35 albert road melbourne vic 3004,Apartment / Unit / Flat,-37.834694999999996,144.9721117,2,2,1,650.0,melbourne
1802/8 exploration lane melbourne vic 3000,Apartment / Unit / Flat,-37.8091129,144.9684545,2,2,1,650.0,melbourne
3202/33 rose lane melbourne vic 3000,Apartment / Unit / Flat,-37.8150137,144.9538694,2,1,1,650.0,melbourne
5101/464 collins street melbourne vic 3000,Apartment / Unit / Flat,-37.8175602,144.9585916,2,2,0,650.0,melbourne
2602/560 flinders street melbourne vic 3000,Apartment / Unit / Flat,-37.8205932,144.9557846,2,1,0,650.0,melbourne
4212/228 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8097688,144.9624585,1,1,0,650.0,melbourne
2010/442 elizabeth street melbourne vic 3000,Apartment / Unit / Flat,-37.8082901,144.9608496,2,1,0,650.0,melbourne
202/560 lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8140313,144.9556025,2,2,0,650.0,melbourne
2505/228 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8097688,144.9624585,1,1,0,650.0,melbourne
1007/565 flinders street melbourne vic 3000,Apartment / Unit / Flat,-37.8210586,144.9559072,2,2,1,650.0,melbourne
2205/462 elizabeth street melbourne vic 3000,Apartment / Unit / Flat,-37.807859,144.960611,2,2,0,650.0,melbourne
3403/371 little lonsdale street melbourne vic 3000,Apartment / Unit / Flat,-37.8117708,144.9609302,2,2,0,650.0,melbourne
9-23 mackenzie street melbourne vic 3000,Apartment / Unit / Flat,-37.8075453,144.9673268,2,2,0,650.0,melbourne
4203/318 rusell street melbourne vic 3000,Apartment / Unit / Flat,-37.8091709,144.966801,2,1,0,650.0,melbourne
1219/555 st kilda road melbourne vic 3004,Apartment / Unit / Flat,-37.8470517,144.9806745,2,2,1,650.0,melbourne
3706/228 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8097514,144.9626141,1,1,0,650.0,melbourne
1104/23 mackenzie street melbourne vic 3000,Apartment / Unit / Flat,-37.8075453,144.9673268,2,2,0,650.0,melbourne
2910/118-134 abeckett street melbourne vic 3000,Apartment / Unit / Flat,-37.809359,144.959739,2,2,1,650.0,melbourne
803/108 flinders street melbourne vic 3000,Apartment / Unit / Flat,-37.8161924,144.971196,2,2,1,650.0,melbourne
601/135 a'beckett street melbourne vic 3000,Apartment / Unit / Flat,-37.8097879,144.9596466,2,2,0,650.0,melbourne
4703/157 a'bekcett street melbourne vic 3000,Apartment / Unit / Flat,-37.8099156,144.9591846,1,1,0,650.0,melbourne
4507/318 russell street melbourne vic 3000,Apartment / Unit / Flat,-37.8091709,144.966801,2,2,0,650.0,melbourne
712/14 queens road melbourne vic 3004,Apartment / Unit / Flat,-37.8389211,144.9749946,1,1,1,650.0,melbourne
5920/228 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8097514,144.9626141,1,1,0,650.0,melbourne
3208/120 a'beckett street melbourne vic 3000,Apartment / Unit / Flat,-37.8093086,144.9597389,2,2,1,650.0,melbourne
5101/442 elizabeth street melbourne vic 3000,Apartment / Unit / Flat,-37.8082901,144.9608496,2,1,0,650.0,melbourne
403/95 berkeley street melbourne vic 3000,Apartment / Unit / Flat,-37.8033781,144.9587815,2,2,1,650.0,melbourne
1/27 swanston street mentone vic 3194,House,-37.97853,145.065629,3,1,2,650.0,mentone
223 mitcham road mitcham vic 3132,House,-37.8058301,145.1908639,5,3,1,650.0,mitcham
67 victoria crescent mont albert vic 3127,House,-37.813432,145.1082298,3,2,1,650.0,mont albert
