Suburb,SA2_code,2005_income,2006_income,2007_income,2008_income,2009_income,2010_income,2011_income,2012_income,2013_income,2014_income,2015_income,2016_income,2017_income,2018_income
BYLANDS,209041224.0,37859.0,39856.0,40664.0,42646.0,43566.0,47572.0,50215.0,52144.0,52715.0,54500.0,56066.0,56480.0,58517.0,60365.0
KINGLAKE,209031211.0,35503.0,37246.0,38129.0,39744.0,41388.0,44082.0,46711.0,50102.0,49775.0,50928.0,52004.0,54016.0,55315.0,57563.0
MOUNT SLIDE,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
FORBES,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
GLENAROUA,204011060.0,33452.0,35500.0,35329.0,38523.0,37779.0,46713.0,52530.0,49786.0,52533.0,53614.0,51078.0,55077.0,56193.0,58016.0
HIGH CAMP,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
KILMORE,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
KILMORE EAST,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
MORANDING,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
TANTARABOO,210021235.0,38999.0,40774.0,41666.0,44216.0,45395.0,49420.0,52334.0,54008.0,56307.0,57397.0,58012.0,61204.0,62830.0,66049.0
WILLOWMAVIN,204011056.0,37077.0,38342.0,39230.0,40767.0,42145.0,46273.0,48076.0,50285.0,50762.0,52538.0,53586.0,55063.0,56871.0,59376.0
MONTROSE,211051280.0,40318.0,42658.0,43025.0,45553.0,47015.0,49416.0,52050.0,53788.0,56147.0,57433.0,57487.0,58637.0,60518.0,63960.0
KALORAMA,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
MOUNT DANDENONG,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
COLDSTREAM,211051278.0,38367.0,39909.0,40780.0,43206.0,44924.0,48089.0,50522.0,52146.0,53860.0,54572.0,56680.0,56658.0,61266.0,64199.0
GRUYERE,211051285.0,35886.0,37753.0,38305.0,40286.0,41909.0,46802.0,50425.0,50507.0,52672.0,54421.0,55506.0,56818.0,59851.0,62363.0
YERING,211051278.0,38367.0,39909.0,40780.0,43206.0,44924.0,48089.0,50522.0,52146.0,53860.0,54572.0,56680.0,56658.0,61266.0,64199.0
CHRISTMAS HILLS,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
DIXONS CREEK,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
STEELS CREEK,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
TARRAWARRA,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
YARRA GLEN,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
BADGER CREEK,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
CASTELLA,209031211.0,35503.0,37246.0,38129.0,39744.0,41388.0,44082.0,46711.0,50102.0,49775.0,50928.0,52004.0,54016.0,55315.0,57563.0
CHUM CREEK,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
HEALESVILLE,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
HEALESVILLE MAIN STREET,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
HEALESVILLE POST SHOP,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
MOUNT TOOLEBEWONG,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
TOOLANGI,209031211.0,35503.0,37246.0,38129.0,39744.0,41388.0,44082.0,46711.0,50102.0,49775.0,50928.0,52004.0,54016.0,55315.0,57563.0
FERNSHAW,211051276.0,35094.0,38920.0,37181.0,39442.0,40986.0,44112.0,45973.0,47835.0,48648.0,50435.0,51926.0,52092.0,54324.0,57853.0
NARBETHONG,204011054.0,30221.0,30872.0,30859.0,32536.0,34250.0,38660.0,38781.0,38557.0,39171.0,41922.0,44044.0,45642.0,46205.0,48414.0
CAMBARVILLE,204011061.0,30712.0,32457.0,33275.0,35354.0,37173.0,32187.0,34209.0,35060.0,36649.0,37733.0,40418.0,40517.0,43071.0,45296.0
MARYSVILLE,204011054.0,30221.0,30872.0,30859.0,32536.0,34250.0,38660.0,38781.0,38557.0,39171.0,41922.0,44044.0,45642.0,46205.0,48414.0
COCKATOO,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
MOUNT BURNETT,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
NANGANA,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
AVONSLEIGH,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
CLEMATIS,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
EMERALD,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
MACCLESFIELD,211051279.0,34963.0,36133.0,36933.0,38180.0,40630.0,44474.0,46331.0,48378.0,49821.0,51672.0,54301.0,56035.0,57893.0,59441.0
GEMBROOK,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
TREMONT,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
FERNY CREEK,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
SASSAFRAS,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
SASSAFRAS GULLY,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
OLINDA,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
SHERBROOKE,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
KALLISTA,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
THE PATCH,211051282.0,41847.0,44490.0,44501.0,46714.0,47866.0,52965.0,54980.0,56057.0,57643.0,61502.0,62166.0,62514.0,64485.0,66833.0
MONBULK,211051279.0,34963.0,36133.0,36933.0,38180.0,40630.0,44474.0,46331.0,48378.0,49821.0,51672.0,54301.0,56035.0,57893.0,59441.0
SILVAN,211051279.0,34963.0,36133.0,36933.0,38180.0,40630.0,44474.0,46331.0,48378.0,49821.0,51672.0,54301.0,56035.0,57893.0,59441.0
MOUNT EVELYN,211051283.0,35917.0,37667.0,39232.0,41159.0,42760.0,45791.0,48138.0,49368.0,50432.0,51878.0,54262.0,55022.0,57467.0,59571.0
GILDEROY,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
GLADYSDALE,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
POWELLTOWN,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
THREE BRIDGES,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
YARRA JUNCTION,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
BIG PATS CREEK,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
EAST WARBURTON,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
MCMAHONS CREEK,204011061.0,30712.0,32457.0,33275.0,35354.0,37173.0,32187.0,34209.0,35060.0,36649.0,37733.0,40418.0,40517.0,43071.0,45296.0
MILLGROVE,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
REEFTON,204011061.0,30712.0,32457.0,33275.0,35354.0,37173.0,32187.0,34209.0,35060.0,36649.0,37733.0,40418.0,40517.0,43071.0,45296.0
WARBURTON,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
WESBURN,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
MONASH UNIVERSITY,212051320.0,30734.0,31627.0,32207.0,35591.0,34738.0,37727.0,39814.0,42192.0,43959.0,44558.0,45882.0,45295.0,44622.0,44292.0
HALLAM,212021297.0,34135.0,35184.0,36980.0,39239.0,39427.0,41792.0,44317.0,45587.0,44914.0,45954.0,46890.0,48566.0,48718.0,49650.0
NARRE WARREN EAST,211051274.0,39064.0,40833.0,42340.0,45173.0,46622.0,51823.0,52548.0,56827.0,57724.0,57829.0,60101.0,62727.0,63939.0,65762.0
NARRE WARREN NORTH,212021299.0,44974.0,49550.0,48634.0,54615.0,56608.0,61022.0,64820.0,64414.0,66234.0,66626.0,68147.0,69624.0,76893.0,75166.0
BERWICK,212021293.0,42524.0,45163.0,45867.0,48064.0,50239.0,57089.0,56841.0,59054.0,60245.0,61253.0,62277.0,62974.0,65386.0,67504.0
HARKAWAY,212021299.0,44974.0,49550.0,48634.0,54615.0,56608.0,61022.0,64820.0,64414.0,66234.0,66626.0,68147.0,69624.0,76893.0,75166.0
BEACONSFIELD,212011287.0,42192.0,44225.0,47989.0,49507.0,51196.0,55010.0,57401.0,59540.0,59640.0,59704.0,60094.0,60920.0,63819.0,64566.0
GUYS HILL,212011287.0,42192.0,44225.0,47989.0,49507.0,51196.0,55010.0,57401.0,59540.0,59640.0,59704.0,60094.0,60920.0,63819.0,64566.0
BEACONSFIELD UPPER,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
DEWHURST,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
OFFICER,212011287.0,42192.0,44225.0,47989.0,49507.0,51196.0,55010.0,57401.0,59540.0,59640.0,59704.0,60094.0,60920.0,63819.0,64566.0
OFFICER SOUTH,212011290.0,33405.0,33916.0,35555.0,37639.0,38146.0,43109.0,44299.0,45186.0,45962.0,48738.0,50963.0,52552.0,52632.0,55406.0
PAKENHAM,212011292.0,35557.0,37707.0,38837.0,40698.0,41919.0,44899.0,46650.0,48524.0,49905.0,50788.0,51603.0,52076.0,53761.0,55195.0
PAKENHAM SOUTH,212011290.0,33405.0,33916.0,35555.0,37639.0,38146.0,43109.0,44299.0,45186.0,45962.0,48738.0,50963.0,52552.0,52632.0,55406.0
PAKENHAM UPPER,212011289.0,38887.0,41285.0,41698.0,43899.0,46465.0,50377.0,53243.0,54075.0,55906.0,57451.0,58802.0,60040.0,62741.0,64352.0
RYTHDALE,212011290.0,33405.0,33916.0,35555.0,37639.0,38146.0,43109.0,44299.0,45186.0,45962.0,48738.0,50963.0,52552.0,52632.0,55406.0
MARYKNOLL,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
NAR NAR GOON,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
NAR NAR GOON NORTH,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
TYNONG,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
TYNONG NORTH,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
CORA LYNN,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
GARFIELD,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
GARFIELD NORTH,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
VERVALE,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
BUNYIP,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
BUNYIP NORTH,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
IONA,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
TONIMBUK,212011288.0,35642.0,36857.0,37592.0,39415.0,40621.0,44465.0,46350.0,47641.0,48754.0,50989.0,52242.0,53570.0,55563.0,58390.0
LABERTOUCHE,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
LONGWARRY,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
LONGWARRY NORTH,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
MODELLA,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
ATHLONE,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
DROUIN,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
DROUIN EAST,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
DROUIN SOUTH,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
DROUIN WEST,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
HALLORA,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
JINDIVICK,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
RIPPLEBROOK,205011076.0,33009.0,33837.0,35536.0,36727.0,36799.0,41781.0,43397.0,43959.0,45975.0,47272.0,48051.0,49765.0,51698.0,53202.0
TARAGO,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
BONA VISTA,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
LILLICO,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
WARRAGUL,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
BRANDY CREEK,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
BRAVINGTON,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
BULN BULN,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
BULN BULN EAST,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
CROSSOVER,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
ELLINBANK,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
FERNDALE,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
LARDNER,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
NAYOOK,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
NEERIM JUNCTION,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
NEERIM NORTH,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
NILMA,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
NILMA NORTH,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
ROKEBY,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
SEAVIEW,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
SHADY CREEK,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
TETOORA ROAD,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
TORWOOD,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
WARRAGUL SOUTH,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
WARRAGUL WEST,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
CLOVERLEA,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
DARNUM,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
GAINSBOROUGH,205011079.0,36331.0,38121.0,38542.0,40764.0,41639.0,46449.0,48585.0,49059.0,50933.0,52661.0,53105.0,54477.0,56425.0,58776.0
ALLAMBEE,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
YARRAGON,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
YARRAGON SOUTH,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
CHILDERS,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
NARRACAN,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
THORPDALE SOUTH,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
TRAFALGAR,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
TRAFALGAR EAST,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
TRAFALGAR SOUTH,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
ABERFELDY,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
AMOR,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
BOOLA,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
CARINGAL,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
COALVILLE,205011078.0,35417.0,36892.0,39515.0,40468.0,41177.0,47204.0,49429.0,49663.0,52033.0,53577.0,53125.0,53296.0,54698.0,57124.0
COOPERS CREEK,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
ERICA,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
FUMINA,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
FUMINA SOUTH,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
HERNES OAK,205041095.0,35200.0,36782.0,38284.0,40137.0,41630.0,46590.0,48380.0,50006.0,51882.0,52751.0,54157.0,53941.0,54040.0,56148.0
HILL END,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
JACOB CREEK,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
JERICHO,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
MOE,205041095.0,35200.0,36782.0,38284.0,40137.0,41630.0,46590.0,48380.0,50006.0,51882.0,52751.0,54157.0,53941.0,54040.0,56148.0
MOE SOUTH,205041095.0,35200.0,36782.0,38284.0,40137.0,41630.0,46590.0,48380.0,50006.0,51882.0,52751.0,54157.0,53941.0,54040.0,56148.0
MOONDARRA,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
NEWBOROUGH,205041095.0,35200.0,36782.0,38284.0,40137.0,41630.0,46590.0,48380.0,50006.0,51882.0,52751.0,54157.0,53941.0,54040.0,56148.0
NEWBOROUGH EAST,205041095.0,35200.0,36782.0,38284.0,40137.0,41630.0,46590.0,48380.0,50006.0,51882.0,52751.0,54157.0,53941.0,54040.0,56148.0
RAWSON,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
TANJIL,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
TANJIL SOUTH,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
THALLOO,205011077.0,33530.0,35007.0,36286.0,37156.0,38259.0,44176.0,45464.0,45050.0,49289.0,50250.0,50019.0,50080.0,50686.0,52722.0
