,SA2,2010_income,2011_income,2012_income,2013_income
2277,801081095,58206,60806,62917,63238
2278,801081096,63098,62610,66022,67603
2279,801081097,60798,64136,67477,69270
2280,801081098,62057,65111,66896,69240
2281,801081133,132020,102580,121785,118092
2282,801091099,59388,60985,63724,67063
2283,801091100,71777,74146,78122,79622
2284,801091101,70445,70128,74330,75508
2285,801091102,79574,83640,86125,87878
2286,801091103,74477,76545,81990,83643
2287,801091104,71399,75325,77750,77972
2288,801091105,57268,58576,60522,63277
2289,801091106,63512,66746,69315,70791
2290,801091107,101289,101060,105432,114168
2291,801091108,66210,68683,71328,73475
2292,801091109,61401,63906,66414,67476
2293,801091110,61435,64581,66442,69982
2294,801101134,na,na,na,na
2295,801101135,na,na,na,na
2296,801101136,na,na,na,na
2297,801101137,na,na,na,na
2298,801101138,na,na,na,na
2299,801101139,na,71594,79901,80153
2300,801111140,57313,62653,58708,58541
2301,801111141,na,na,na,na
2302,897979799,na,na,na,na
2303,899999499,na,na,na,na
2304,901011001,68493,74802,80009,80333
2305,901021002,56596,56395,56220,55070
2306,901031003,57403,47628,56847,59534
2307,901041004,22973,33920,35934,37549
2308,997979799,na,na,na,na
2309,999999499,na,na,na,na
